payment_id,user_id,amount,payment_date,payment_method
665,5,7.99,8/14/2023,Apple Pay
666,466,14.99,6/3/2024,Apple Pay
667,160,14.99,6/2/2023,PayPal
668,12,19.99,3/22/2024,PayPal
669,717,4.99,4/8/2024,Google Pay
670,875,7.99,8/7/2024,Apple Pay
671,171,14.99,8/21/2023,Credit Card
672,839,7.99,9/11/2023,PayPal
673,373,14.99,12/13/2024,Credit Card
674,665,9.99,1/8/2024,Credit Card
675,618,19.99,1/8/2024,Apple Pay
676,205,7.99,10/28/2023,Apple Pay
677,435,14.99,9/6/2023,PayPal
678,112,4.99,6/17/2024,Apple Pay
679,694,9.99,6/20/2024,Apple Pay
680,516,9.99,6/11/2023,PayPal
681,322,14.99,1/6/2024,Credit Card
682,301,19.99,1/15/2025,Apple Pay
683,35,4.99,8/10/2023,PayPal
684,760,9.99,1/3/2025,Credit Card
685,721,9.99,1/14/2025,PayPal
686,232,4.99,4/4/2024,Apple Pay
687,674,9.99,5/13/2023,Google Pay
688,170,7.99,8/25/2024,Apple Pay
689,658,9.99,5/10/2024,Apple Pay
690,691,19.99,12/17/2023,PayPal
691,260,14.99,10/23/2023,Apple Pay
692,606,19.99,3/24/2025,Google Pay
693,844,19.99,12/5/2023,PayPal
694,911,14.99,7/8/2023,Credit Card
695,879,7.99,7/16/2024,Credit Card
696,737,14.99,7/19/2023,Apple Pay
697,159,9.99,8/20/2023,Apple Pay
698,40,14.99,4/18/2025,Credit Card
699,19,19.99,6/20/2023,Google Pay
700,458,7.99,4/27/2024,Google Pay
701,992,19.99,1/26/2025,Credit Card
702,139,4.99,11/25/2023,Credit Card
703,215,14.99,5/28/2024,Apple Pay
704,524,14.99,5/16/2024,Credit Card
705,924,19.99,9/15/2024,Credit Card
706,882,7.99,7/15/2023,Apple Pay
707,348,7.99,11/7/2023,Credit Card
708,623,9.99,6/18/2024,Credit Card
709,298,14.99,5/27/2024,Apple Pay
710,483,7.99,12/19/2024,Credit Card
711,232,9.99,6/22/2024,PayPal
712,455,19.99,4/7/2024,Apple Pay
713,62,7.99,8/20/2024,Apple Pay
714,858,7.99,2/13/2024,PayPal
715,727,4.99,4/19/2025,Google Pay
716,733,4.99,5/1/2024,Google Pay
717,177,19.99,8/30/2024,Credit Card
718,471,19.99,12/23/2023,PayPal
719,692,4.99,2/20/2024,PayPal
720,664,9.99,7/23/2024,Google Pay
721,780,19.99,12/17/2024,Apple Pay
722,678,14.99,1/7/2024,Credit Card
723,244,19.99,1/23/2024,Google Pay
724,628,19.99,3/13/2024,Google Pay
725,990,7.99,1/10/2024,Google Pay
726,431,19.99,1/25/2024,Google Pay
727,294,9.99,11/27/2023,Apple Pay
728,680,9.99,1/12/2024,Credit Card
729,375,14.99,7/3/2024,Credit Card
730,12,7.99,11/6/2024,Credit Card
731,656,7.99,5/29/2023,Apple Pay
732,298,7.99,6/20/2024,Credit Card
733,48,14.99,8/28/2024,PayPal
734,255,4.99,11/10/2024,Google Pay
735,558,14.99,4/11/2024,Apple Pay
736,300,4.99,7/27/2024,PayPal
737,66,14.99,8/7/2024,Credit Card
738,558,9.99,5/5/2024,PayPal
739,621,9.99,6/10/2024,Credit Card
740,225,14.99,5/15/2023,PayPal
741,421,14.99,11/24/2024,Credit Card
742,13,19.99,10/14/2024,Apple Pay
743,964,14.99,2/27/2025,Apple Pay
744,963,14.99,9/18/2023,Credit Card
745,513,19.99,2/25/2025,PayPal
746,789,19.99,2/12/2025,PayPal
747,691,14.99,6/27/2023,Google Pay
748,577,4.99,10/23/2023,Google Pay
749,773,14.99,4/16/2024,Credit Card
750,200,4.99,9/9/2023,Google Pay
751,940,4.99,3/29/2024,PayPal
752,595,7.99,5/5/2024,Google Pay
753,697,9.99,10/2/2023,Credit Card
754,977,9.99,9/12/2024,Apple Pay
755,547,19.99,10/11/2023,Google Pay
756,664,14.99,11/1/2023,Apple Pay
757,446,7.99,2/19/2024,Credit Card
758,681,7.99,10/21/2023,Apple Pay
759,141,4.99,5/5/2023,Credit Card
760,801,14.99,4/9/2025,Google Pay
761,724,14.99,1/29/2025,PayPal
762,408,9.99,1/21/2024,PayPal
763,373,19.99,2/19/2025,Apple Pay
764,476,14.99,6/4/2024,Google Pay
765,976,14.99,1/2/2024,Google Pay
766,518,19.99,2/15/2025,Credit Card
767,25,14.99,1/18/2025,PayPal
768,450,4.99,12/9/2024,Credit Card
769,372,9.99,3/30/2025,PayPal
770,184,7.99,5/17/2024,PayPal
771,608,4.99,8/21/2024,Google Pay
772,363,4.99,1/28/2025,Apple Pay
773,480,14.99,3/7/2024,Google Pay
774,229,9.99,11/6/2024,Google Pay
775,191,19.99,10/10/2024,PayPal
776,591,4.99,1/6/2025,Google Pay
777,645,4.99,2/24/2024,Apple Pay
778,740,4.99,12/29/2024,Google Pay
779,820,7.99,2/25/2025,PayPal
780,228,4.99,10/11/2023,PayPal
781,784,4.99,12/11/2024,Google Pay
782,380,4.99,8/27/2023,Credit Card
783,519,4.99,5/4/2023,Credit Card
784,655,7.99,6/6/2023,Google Pay
785,776,19.99,2/9/2025,Apple Pay
786,680,9.99,8/24/2023,PayPal
787,222,4.99,7/6/2024,Apple Pay
788,395,7.99,2/13/2025,Credit Card
789,243,7.99,11/23/2024,Apple Pay
790,565,7.99,10/1/2023,Credit Card
791,566,19.99,2/13/2025,Google Pay
792,749,14.99,1/7/2025,Credit Card
793,862,14.99,1/13/2025,Credit Card
794,852,14.99,4/24/2024,Apple Pay
795,236,19.99,11/12/2023,Apple Pay
796,217,14.99,4/5/2025,Google Pay
797,736,4.99,11/18/2024,PayPal
798,859,14.99,9/9/2023,Apple Pay
799,601,9.99,5/29/2024,Credit Card
800,595,14.99,1/22/2025,PayPal
801,494,19.99,2/16/2025,Apple Pay
802,107,14.99,1/21/2024,Credit Card
803,217,19.99,1/22/2025,Credit Card
804,358,4.99,8/24/2024,Credit Card
805,207,19.99,9/26/2024,Apple Pay
806,678,9.99,12/2/2023,PayPal
807,411,14.99,2/25/2025,Credit Card
808,678,9.99,5/11/2023,Apple Pay
809,777,19.99,3/9/2024,PayPal
810,571,4.99,9/10/2024,PayPal
811,511,7.99,2/24/2024,Google Pay
812,793,14.99,9/8/2024,Apple Pay
813,195,19.99,11/30/2024,PayPal
814,382,9.99,7/11/2023,Apple Pay
815,22,9.99,5/13/2024,PayPal
816,638,19.99,11/18/2024,PayPal
817,37,9.99,2/4/2025,Apple Pay
818,465,9.99,6/25/2024,PayPal
819,126,19.99,3/17/2024,Credit Card
820,275,7.99,12/15/2024,Credit Card
821,616,14.99,12/3/2024,Apple Pay
822,226,4.99,1/13/2024,Apple Pay
823,209,19.99,7/16/2023,Google Pay
824,531,14.99,4/28/2023,Apple Pay
825,883,7.99,7/6/2024,Apple Pay
826,994,19.99,4/20/2025,Apple Pay
827,590,14.99,6/29/2024,Credit Card
828,406,19.99,9/3/2023,Credit Card
829,333,7.99,2/9/2024,Google Pay
830,480,9.99,4/21/2024,PayPal
831,888,4.99,6/6/2023,Credit Card
832,165,19.99,7/7/2024,Apple Pay
833,309,9.99,12/10/2024,Apple Pay
834,904,19.99,4/15/2025,Apple Pay
835,963,7.99,10/4/2024,Apple Pay
836,384,4.99,11/15/2023,Google Pay
837,294,14.99,6/22/2023,Google Pay
838,369,9.99,8/9/2023,Google Pay
839,366,7.99,7/20/2023,PayPal
840,567,7.99,1/7/2024,Apple Pay
841,441,9.99,12/8/2024,Credit Card
842,800,4.99,8/6/2023,Credit Card
843,375,7.99,12/20/2023,Apple Pay
844,665,4.99,4/2/2025,Google Pay
845,784,14.99,11/6/2023,PayPal
846,110,19.99,3/1/2024,Google Pay
847,722,7.99,10/13/2024,PayPal
848,52,7.99,8/3/2023,Apple Pay
849,768,19.99,5/14/2024,Google Pay
850,501,7.99,7/26/2024,PayPal
851,534,9.99,12/22/2023,Credit Card
852,180,4.99,7/14/2023,Credit Card
853,72,7.99,9/1/2024,Apple Pay
854,486,4.99,9/8/2024,Google Pay
855,853,7.99,8/18/2023,Apple Pay
856,926,14.99,1/10/2024,PayPal
857,398,14.99,3/3/2025,Apple Pay
858,395,7.99,6/9/2023,Google Pay
859,416,14.99,5/7/2024,PayPal
860,926,4.99,7/20/2023,PayPal
861,620,7.99,3/27/2025,Credit Card
862,865,4.99,11/15/2024,Credit Card
863,212,19.99,10/5/2023,PayPal
864,972,7.99,7/15/2024,Credit Card
865,130,14.99,1/13/2025,Credit Card
866,674,9.99,2/22/2025,PayPal
867,438,4.99,12/28/2023,PayPal
868,137,14.99,11/7/2024,PayPal
869,347,14.99,12/17/2024,PayPal
870,734,4.99,7/31/2023,PayPal
871,749,9.99,1/20/2025,Google Pay
872,120,7.99,8/5/2024,Google Pay
873,44,9.99,6/20/2023,Credit Card
874,646,4.99,4/24/2024,PayPal
875,25,19.99,10/31/2024,Google Pay
876,152,7.99,11/23/2024,Credit Card
877,513,9.99,1/26/2025,PayPal
878,221,4.99,1/14/2024,Apple Pay
879,904,4.99,1/1/2025,Apple Pay
880,540,9.99,7/13/2023,Google Pay
881,198,14.99,7/8/2024,Apple Pay
882,689,14.99,8/18/2024,Google Pay
883,7,14.99,10/3/2024,Apple Pay
884,594,7.99,11/19/2024,Apple Pay
885,439,19.99,10/23/2024,PayPal
886,897,19.99,8/30/2024,Credit Card
887,377,14.99,11/4/2023,Apple Pay
888,386,19.99,7/24/2023,Apple Pay
889,213,4.99,8/28/2024,Credit Card
890,988,9.99,10/20/2023,Credit Card
891,362,4.99,2/2/2025,Credit Card
892,853,9.99,10/15/2024,Google Pay
893,323,4.99,4/4/2025,Credit Card
894,894,14.99,2/10/2025,Apple Pay
895,557,14.99,10/29/2023,PayPal
896,208,19.99,4/25/2023,Google Pay
897,976,4.99,3/15/2024,PayPal
898,56,19.99,12/14/2024,Apple Pay
899,743,14.99,9/1/2024,PayPal
900,97,9.99,5/6/2024,Credit Card
901,871,19.99,5/15/2023,Credit Card
902,812,19.99,12/8/2024,Credit Card
903,382,19.99,2/24/2025,Credit Card
904,654,19.99,8/13/2024,PayPal
905,113,7.99,9/14/2024,PayPal
906,443,4.99,2/25/2025,PayPal
907,53,7.99,10/27/2023,Apple Pay
908,966,19.99,11/2/2024,Credit Card
909,991,9.99,3/9/2024,Apple Pay
910,415,4.99,3/15/2024,Credit Card
911,460,19.99,7/12/2024,Credit Card
912,614,19.99,9/2/2023,Google Pay
913,672,19.99,5/1/2024,Google Pay
914,436,7.99,6/17/2023,Apple Pay
915,803,19.99,4/5/2025,Google Pay
916,847,4.99,5/27/2023,Apple Pay
917,922,7.99,10/24/2024,Credit Card
918,720,9.99,5/14/2024,Credit Card
919,860,9.99,7/11/2023,Google Pay
920,947,14.99,11/10/2024,Google Pay
921,830,14.99,2/29/2024,Credit Card
922,327,9.99,6/13/2023,PayPal
923,814,14.99,4/29/2023,Apple Pay
924,295,7.99,4/6/2024,Apple Pay
925,237,9.99,10/27/2024,Apple Pay
926,87,9.99,7/29/2024,Google Pay
927,351,9.99,10/28/2024,Credit Card
928,89,7.99,9/29/2023,PayPal
929,373,4.99,4/28/2023,Apple Pay
930,497,14.99,12/11/2024,Google Pay
931,510,4.99,10/27/2024,Google Pay
932,638,19.99,9/25/2024,Apple Pay
933,881,19.99,8/1/2023,Google Pay
934,160,4.99,3/13/2025,Google Pay
935,533,7.99,9/7/2023,Credit Card
936,838,9.99,3/1/2025,PayPal
937,825,7.99,4/25/2024,Credit Card
938,881,4.99,3/27/2025,Credit Card
939,821,9.99,7/15/2024,PayPal
940,377,4.99,2/8/2024,Apple Pay
941,888,9.99,12/3/2023,Apple Pay
942,57,14.99,3/4/2024,PayPal
943,98,4.99,4/8/2025,Credit Card
944,34,14.99,8/10/2024,Apple Pay
945,467,4.99,6/8/2023,PayPal
946,672,14.99,3/7/2024,Google Pay
947,245,4.99,12/12/2023,Google Pay
948,511,7.99,11/21/2023,Google Pay
949,766,14.99,11/17/2023,PayPal
950,105,14.99,4/22/2025,Credit Card
951,318,14.99,5/22/2023,PayPal
952,309,19.99,10/11/2023,Apple Pay
953,24,4.99,7/31/2023,Credit Card
954,704,7.99,5/14/2024,Credit Card
955,170,7.99,1/14/2024,Google Pay
956,719,9.99,5/13/2023,Google Pay
957,925,19.99,1/28/2024,PayPal
958,550,19.99,12/29/2024,PayPal
959,7,9.99,9/1/2024,PayPal
960,397,7.99,4/30/2024,Google Pay
961,316,9.99,11/19/2023,Apple Pay
962,305,7.99,2/28/2025,PayPal
963,51,7.99,11/28/2024,Credit Card
964,762,7.99,1/26/2025,PayPal
965,679,14.99,2/11/2024,PayPal
966,792,14.99,2/13/2025,Credit Card
967,302,14.99,10/12/2024,PayPal
968,32,19.99,5/25/2023,Google Pay
969,617,4.99,7/13/2024,PayPal
970,286,4.99,3/1/2024,PayPal
971,887,19.99,8/14/2024,PayPal
972,488,7.99,12/6/2023,Credit Card
973,869,9.99,11/12/2024,PayPal
974,608,9.99,4/2/2025,Apple Pay
975,222,4.99,3/7/2024,Apple Pay
976,101,19.99,3/3/2024,Credit Card
977,571,9.99,5/28/2024,Apple Pay
978,405,14.99,9/21/2023,Apple Pay
979,868,14.99,5/11/2023,Google Pay
980,581,9.99,5/27/2023,Google Pay
981,489,4.99,9/3/2024,Apple Pay
982,295,4.99,6/17/2024,Apple Pay
983,86,19.99,1/16/2024,Credit Card
984,814,4.99,11/7/2024,Apple Pay
985,968,14.99,9/29/2023,PayPal
986,150,4.99,4/17/2024,Google Pay
987,646,9.99,8/29/2024,Apple Pay
988,93,7.99,12/15/2024,Apple Pay
989,607,19.99,9/4/2023,Google Pay
990,592,19.99,9/5/2024,Credit Card
991,234,19.99,5/3/2024,Google Pay
992,126,4.99,11/30/2023,PayPal
993,37,19.99,8/9/2023,Apple Pay
994,91,7.99,11/2/2023,Credit Card
995,872,9.99,12/28/2023,PayPal
996,853,9.99,10/13/2023,Apple Pay
997,984,19.99,5/27/2024,Apple Pay
998,358,19.99,7/4/2024,Credit Card
999,258,7.99,7/22/2023,PayPal
1000,425,7.99,3/20/2024,PayPal
1001,358,4.99,7/2/2024,PayPal
1002,894,9.99,1/4/2024,PayPal
1003,20,7.99,2/9/2025,Credit Card
1004,534,9.99,12/21/2024,Credit Card
1005,326,7.99,10/8/2024,Apple Pay
1006,9,9.99,8/18/2024,PayPal
1007,917,4.99,4/22/2024,Apple Pay
1008,836,7.99,7/3/2024,Apple Pay
1009,24,7.99,6/2/2023,Apple Pay
1010,172,19.99,9/19/2023,Credit Card
1011,856,7.99,9/27/2024,Credit Card
1012,673,14.99,10/5/2023,Credit Card
1013,975,19.99,6/27/2023,PayPal
1014,179,4.99,12/21/2023,Apple Pay
1015,292,14.99,7/10/2023,PayPal
1016,239,4.99,5/4/2024,PayPal
1017,502,14.99,4/15/2025,Google Pay
1018,632,9.99,5/24/2023,Google Pay
1019,462,4.99,5/6/2023,Google Pay
1020,566,19.99,1/7/2024,Apple Pay
1021,792,9.99,9/6/2023,Apple Pay
1022,713,4.99,8/10/2023,PayPal
1023,97,14.99,7/5/2024,Google Pay
1024,409,4.99,1/29/2024,PayPal
1025,857,4.99,12/22/2024,PayPal
1026,571,19.99,4/16/2024,Apple Pay
1027,46,14.99,12/13/2023,Google Pay
1028,613,7.99,7/3/2023,Credit Card
1029,412,19.99,12/17/2023,Credit Card
1030,268,14.99,10/20/2024,PayPal
1031,599,7.99,12/6/2024,Credit Card
1032,634,4.99,3/29/2024,Credit Card
1033,891,19.99,11/5/2023,Google Pay
1034,27,14.99,9/25/2023,Google Pay
1035,61,9.99,8/14/2023,Credit Card
1036,887,9.99,11/3/2024,Credit Card
1037,759,14.99,1/14/2024,Apple Pay
1038,181,4.99,7/25/2023,Google Pay
1039,387,4.99,2/27/2025,Apple Pay
1040,595,14.99,3/17/2025,Apple Pay
1041,750,9.99,2/15/2024,Credit Card
1042,584,7.99,5/9/2024,Apple Pay
1043,364,4.99,12/9/2023,Credit Card
1044,217,9.99,1/1/2025,Credit Card
1045,210,4.99,10/7/2023,Apple Pay
1046,168,4.99,8/5/2023,Google Pay
1047,863,7.99,4/19/2024,Google Pay
1048,35,14.99,7/17/2023,Google Pay
1049,884,7.99,4/12/2024,PayPal
1050,503,4.99,8/13/2024,Apple Pay
1051,355,19.99,2/25/2025,Credit Card
1052,279,9.99,5/25/2023,Credit Card
1053,744,19.99,11/26/2023,PayPal
1054,536,19.99,2/3/2024,Google Pay
1055,734,4.99,5/9/2024,Credit Card
1056,450,9.99,8/14/2023,Google Pay
1057,57,19.99,10/24/2023,PayPal
1058,174,4.99,1/14/2024,PayPal
1059,440,19.99,11/4/2023,PayPal
1060,950,19.99,6/29/2023,Apple Pay
1061,112,4.99,4/9/2024,PayPal
1062,302,7.99,4/9/2025,Apple Pay
1063,393,14.99,7/31/2023,Google Pay
1064,55,4.99,8/10/2023,PayPal
1065,632,19.99,3/3/2025,PayPal
1066,491,14.99,3/15/2025,Google Pay
1067,610,7.99,8/15/2023,Apple Pay
1068,611,9.99,5/21/2023,Google Pay
1069,554,9.99,11/30/2023,PayPal
1070,676,9.99,4/18/2025,Apple Pay
1071,409,19.99,12/3/2023,Apple Pay
1072,829,7.99,9/17/2023,Credit Card
1073,713,14.99,9/2/2023,Credit Card
1074,221,4.99,6/13/2023,Credit Card
1075,854,9.99,9/3/2024,Google Pay
1076,207,7.99,8/17/2023,PayPal
1077,432,4.99,4/26/2023,Google Pay
1078,399,14.99,8/20/2023,PayPal
1079,693,19.99,9/7/2024,Credit Card
1080,939,7.99,8/1/2023,PayPal
1081,585,4.99,8/15/2023,Apple Pay
1082,385,19.99,12/29/2024,Credit Card
1083,470,9.99,3/30/2025,Google Pay
1084,50,19.99,11/26/2024,Google Pay
1085,196,14.99,9/2/2024,PayPal
1086,273,4.99,4/6/2025,Google Pay
1087,86,19.99,3/2/2024,PayPal
1088,484,9.99,11/6/2024,Credit Card
1089,605,9.99,11/6/2023,Apple Pay
1090,512,9.99,1/31/2025,PayPal
1091,989,4.99,6/6/2024,Apple Pay
1092,932,7.99,8/21/2024,Google Pay
1093,216,4.99,3/24/2024,PayPal
1094,144,4.99,7/27/2024,PayPal
1095,613,7.99,6/21/2024,Apple Pay
1096,754,4.99,5/3/2023,Google Pay
1097,319,9.99,6/10/2023,PayPal
1098,579,9.99,9/30/2023,Credit Card
1099,398,19.99,6/7/2024,PayPal
1100,117,7.99,5/14/2024,Credit Card
1101,638,4.99,6/30/2023,Credit Card
1102,896,19.99,4/17/2024,PayPal
1103,151,14.99,1/17/2025,Credit Card
1104,853,7.99,7/26/2024,Google Pay
1105,55,19.99,3/26/2025,Apple Pay
1106,141,7.99,5/16/2023,PayPal
1107,725,9.99,7/30/2024,Apple Pay
1108,32,19.99,8/19/2024,PayPal
1109,807,7.99,2/6/2024,Apple Pay
1110,151,14.99,1/1/2025,PayPal
1111,215,7.99,6/30/2023,PayPal
1112,106,7.99,5/13/2023,PayPal
1113,774,14.99,8/30/2024,Credit Card
1114,473,7.99,10/14/2023,Credit Card
1115,42,4.99,5/12/2024,Apple Pay
1116,228,4.99,6/12/2024,PayPal
1117,247,7.99,4/20/2024,Apple Pay
1118,847,19.99,11/9/2024,Apple Pay
1119,977,9.99,5/9/2023,Credit Card
1120,489,19.99,6/9/2023,PayPal
1121,682,19.99,1/20/2024,Google Pay
1122,691,19.99,1/17/2024,Google Pay
1123,20,9.99,2/22/2024,Credit Card
1124,896,19.99,11/15/2023,Apple Pay
1125,749,19.99,11/28/2023,Credit Card
1126,284,14.99,2/11/2024,PayPal
1127,641,9.99,2/4/2025,Google Pay
1128,988,7.99,5/30/2023,Google Pay
1129,998,19.99,10/27/2024,Apple Pay
1130,922,7.99,10/10/2023,Credit Card
1131,785,7.99,7/8/2023,Google Pay
1132,653,4.99,10/23/2024,Google Pay
1133,274,19.99,9/15/2024,Google Pay
1134,640,14.99,9/25/2023,Apple Pay
1135,471,9.99,5/26/2023,Credit Card
1136,294,14.99,11/29/2023,Credit Card
1137,444,7.99,10/5/2024,Credit Card
1138,91,4.99,9/20/2023,Google Pay
1139,958,14.99,7/1/2024,Apple Pay
1140,470,14.99,9/10/2023,Google Pay
1141,832,19.99,10/25/2023,Google Pay
1142,843,7.99,12/21/2023,Apple Pay
1143,606,14.99,7/2/2023,Google Pay
1144,634,9.99,9/30/2023,PayPal
1145,635,19.99,10/20/2024,PayPal
1146,851,4.99,6/20/2024,PayPal
1147,586,19.99,9/17/2023,Google Pay
1148,848,19.99,12/19/2023,Apple Pay
1149,445,4.99,6/27/2023,Google Pay
1150,901,14.99,6/5/2024,Apple Pay
1151,958,4.99,1/31/2025,PayPal
1152,820,4.99,2/11/2024,Credit Card
1153,62,7.99,1/3/2024,Apple Pay
1154,25,14.99,1/27/2024,Credit Card
1155,50,9.99,8/10/2024,PayPal
1156,44,4.99,12/19/2024,Credit Card
1157,696,7.99,12/19/2024,Google Pay
1158,982,7.99,3/19/2025,Google Pay
1159,705,19.99,2/21/2024,Google Pay
1160,447,14.99,5/12/2024,PayPal
1161,903,4.99,5/12/2024,Apple Pay
1162,424,14.99,11/28/2023,Apple Pay
1163,133,4.99,9/7/2024,Google Pay
1164,780,7.99,5/24/2024,Apple Pay
1165,76,4.99,5/5/2023,PayPal
1166,16,9.99,2/18/2024,Apple Pay
1167,623,4.99,2/2/2025,PayPal
1168,494,9.99,4/20/2024,Apple Pay
1169,36,14.99,11/26/2024,PayPal
1170,369,19.99,12/16/2023,Apple Pay
1171,707,14.99,5/22/2023,Apple Pay
1172,612,4.99,3/1/2025,PayPal
1173,355,7.99,9/25/2023,Credit Card
1174,594,14.99,10/17/2023,PayPal
1175,713,14.99,2/4/2025,Credit Card
1176,451,14.99,6/29/2023,PayPal
1177,49,7.99,11/15/2023,Apple Pay
1178,759,19.99,4/19/2025,Apple Pay
1179,920,19.99,8/31/2023,Credit Card
1180,827,4.99,7/15/2023,Google Pay
1181,507,14.99,2/14/2024,Google Pay
1182,768,4.99,1/24/2024,Google Pay
1183,613,14.99,9/5/2024,Google Pay
1184,340,4.99,11/16/2024,Google Pay
1185,651,19.99,3/3/2024,Apple Pay
1186,406,4.99,7/31/2023,Credit Card
1187,22,19.99,9/16/2023,Credit Card
1188,745,4.99,9/16/2024,Apple Pay
1189,657,14.99,1/4/2024,Apple Pay
1190,872,4.99,7/6/2023,PayPal
1191,901,14.99,5/24/2024,Apple Pay
1192,963,14.99,11/18/2024,Apple Pay
1193,43,19.99,10/14/2024,Credit Card
1194,372,4.99,1/5/2024,PayPal
1195,850,4.99,7/26/2023,Credit Card
1196,491,7.99,11/8/2023,Google Pay
1197,518,4.99,10/21/2024,Google Pay
1198,953,4.99,8/8/2024,PayPal
1199,933,9.99,4/20/2025,PayPal
1200,196,7.99,5/5/2024,Credit Card
1201,750,9.99,2/29/2024,Google Pay
1202,281,19.99,5/15/2023,Google Pay
1203,101,7.99,1/15/2025,Credit Card
1204,396,19.99,3/30/2024,Apple Pay
1205,143,4.99,12/5/2024,Credit Card
1206,489,4.99,9/8/2023,Credit Card
1207,762,14.99,10/16/2024,Apple Pay
1208,29,19.99,10/10/2023,PayPal
1209,729,9.99,10/23/2024,Google Pay
1210,627,7.99,7/28/2023,Credit Card
1211,353,7.99,7/5/2024,Credit Card
1212,416,14.99,9/26/2024,Apple Pay
1213,825,4.99,4/14/2024,Google Pay
1214,772,19.99,5/7/2024,Credit Card
1215,538,19.99,9/24/2024,Credit Card
1216,811,9.99,3/14/2024,Apple Pay
1217,946,7.99,1/6/2024,Apple Pay
1218,811,9.99,4/21/2024,PayPal
1219,895,4.99,8/14/2023,Credit Card
1220,190,4.99,2/18/2025,Credit Card
1221,397,14.99,5/18/2024,PayPal
1222,787,4.99,7/30/2023,Credit Card
1223,906,9.99,12/15/2024,PayPal
1224,382,4.99,8/29/2023,Apple Pay
1225,515,4.99,12/4/2023,Credit Card
1226,874,9.99,3/8/2024,Google Pay
1227,767,9.99,12/30/2023,PayPal
1228,614,9.99,8/26/2024,Apple Pay
1229,136,9.99,4/20/2024,Apple Pay
1230,318,4.99,10/31/2023,Apple Pay
1231,304,19.99,1/10/2025,Google Pay
1232,445,19.99,7/10/2024,Credit Card
1233,337,9.99,5/9/2023,Apple Pay
1234,872,7.99,1/10/2024,Google Pay
1235,25,14.99,11/8/2024,Credit Card
1236,889,7.99,3/24/2024,PayPal
1237,350,9.99,4/1/2024,Credit Card
1238,797,9.99,8/20/2024,Credit Card
1239,154,19.99,8/13/2023,PayPal
1240,296,4.99,12/5/2023,Apple Pay
1241,279,19.99,5/28/2024,Apple Pay
1242,686,4.99,2/24/2024,Google Pay
1243,931,14.99,6/28/2023,PayPal
1244,869,9.99,5/25/2024,Apple Pay
1245,420,19.99,7/26/2024,Credit Card
1246,720,14.99,5/9/2024,Credit Card
1247,652,19.99,9/25/2024,Google Pay
1248,907,9.99,4/11/2025,Credit Card
1249,227,7.99,11/5/2023,Credit Card
1250,85,7.99,2/9/2025,Credit Card
1251,302,19.99,11/1/2024,Credit Card
1252,949,7.99,6/29/2023,PayPal
1253,995,4.99,9/14/2024,PayPal
1254,292,9.99,3/13/2024,Apple Pay
1255,434,4.99,9/12/2023,Apple Pay
1256,984,14.99,9/11/2023,Apple Pay
1257,814,4.99,10/30/2024,PayPal
1258,146,9.99,8/22/2024,PayPal
1259,194,19.99,4/4/2025,Apple Pay
1260,795,4.99,11/22/2024,PayPal
1261,386,7.99,12/28/2023,Apple Pay
1262,264,14.99,2/7/2024,Credit Card
1263,12,14.99,6/27/2023,Apple Pay
1264,296,7.99,12/9/2024,Credit Card
1265,794,4.99,9/30/2024,Google Pay
1266,127,4.99,2/11/2025,Credit Card
1267,621,7.99,4/9/2025,Google Pay
1268,600,14.99,8/17/2024,Credit Card
1269,879,9.99,2/24/2024,Credit Card
1270,761,9.99,4/11/2025,Apple Pay
1271,132,7.99,1/10/2024,Google Pay
1272,397,9.99,10/3/2024,PayPal
1273,551,9.99,10/10/2023,Apple Pay
1274,339,7.99,6/10/2024,Credit Card
1275,409,19.99,2/24/2024,Credit Card
1276,634,19.99,1/23/2024,Google Pay
1277,304,14.99,4/25/2023,Credit Card
1278,768,4.99,3/18/2025,PayPal
1279,493,7.99,7/12/2024,Credit Card
1280,236,9.99,10/8/2024,PayPal
1281,769,9.99,4/27/2024,Credit Card
1282,307,7.99,7/13/2023,PayPal
1283,687,19.99,7/24/2024,PayPal
1284,778,7.99,12/21/2023,Credit Card
1285,15,4.99,4/14/2024,Google Pay
1286,524,7.99,9/26/2023,PayPal
1287,757,7.99,8/9/2024,Apple Pay
1288,945,14.99,5/21/2024,Credit Card
1289,657,7.99,11/1/2023,Credit Card
1290,839,7.99,12/25/2024,Google Pay
1291,788,9.99,6/23/2024,Apple Pay
1292,570,4.99,9/19/2024,PayPal
1293,73,19.99,8/21/2024,Google Pay
1294,681,9.99,10/15/2024,PayPal
1295,480,14.99,8/13/2024,Credit Card
1296,217,4.99,8/2/2024,Credit Card
1297,645,9.99,4/17/2025,Google Pay
1298,931,14.99,5/13/2024,Credit Card
1299,834,19.99,1/31/2024,Credit Card
1300,862,4.99,12/16/2024,Credit Card
1301,748,14.99,8/8/2024,Apple Pay
1302,226,4.99,9/10/2024,Credit Card
1303,285,4.99,4/11/2025,Credit Card
1304,324,4.99,9/12/2023,Apple Pay
1305,55,7.99,1/21/2024,Google Pay
1306,54,7.99,3/13/2024,Google Pay
1307,594,14.99,11/23/2024,Apple Pay
1308,794,14.99,7/30/2023,Apple Pay
1309,580,9.99,1/26/2025,Credit Card
1310,800,4.99,6/19/2023,Credit Card
1311,205,19.99,5/15/2024,PayPal
1312,146,4.99,10/22/2023,Google Pay
1313,937,19.99,10/6/2024,Apple Pay
1314,1000,9.99,4/28/2024,Credit Card
