subscription_id,user_id,subscription_type,start_date
979,979,Free,1/25/2024
980,980,Family,11/30/2023
981,981,Premium,3/10/2025
982,982,Student,9/14/2023
983,983,Student,5/26/2023
984,984,Family,12/4/2023
985,985,Student,1/25/2024
986,986,Free,8/8/2023
987,987,Free,11/19/2023
988,988,Student,3/1/2024
989,989,Student,10/19/2023
990,990,Premium,10/13/2023
991,991,Free,2/6/2024
992,992,Family,10/5/2024
993,993,Free,3/2/2024
994,994,Student,12/6/2023
995,995,Premium,6/23/2023
996,996,Free,2/26/2025
997,997,Premium,7/10/2024
998,998,Free,6/5/2023
999,999,Free,1/22/2024
1000,1000,Family,6/12/2024
